ResourceID,Geometric Place Expression,Archaeological Assessor,GridID,Place Name,Name Type,Archaeological Assessment Date,Heritage Place Function Type,Heritage Place Function Certainty,Heritage Place Function Sub-type,Heritage Place Function Sub-type Certainty,Site Feature Interpretation Type,Site Feature Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Interpretation Type,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Archaeological Assessment Acitivty Sub-type,Archaeological Assessment Acitivty Sub-type - ORIGINAL,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Driver Certainty,Remarks,Remark Type,Cultural Period Type,Cultural Period Sub-type,30m STRN Elevation,Aimag,Soum,Bag,NCCH_Reg
M5-072,POINT (89.02769233 49.05014981),,M5,M5-072,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1908,Bayan-Ulgii,Tsengel,Sar gov,
M5-073,POINT (89.02768831 49.04968747),,M5,M5-073,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1904,Bayan-Ulgii,Tsengel,Sar gov,
M5-074,POINT (89.02896372 49.0497635),,M5,M5-074,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,3,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1904,Bayan-Ulgii,Tsengel,Sar gov,
M5-075,POINT (89.031487 49.04954022),,M5,M5-075,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1907,Bayan-Ulgii,Tsengel,Sar gov,
M5-076,POINT (89.03077622 49.04921414),,M5,M5-076,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1904,Bayan-Ulgii,Tsengel,Sar gov,
M5-077,POINT (89.02995075 49.04914822),,M5,M5-077,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1905,Bayan-Ulgii,Tsengel,Sar gov,
M5-078,POINT (89.03043758 49.04848106),,M5,M5-078,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1901,Bayan-Ulgii,Tsengel,Sar gov,
M5-079,POINT (89.02947333 49.05014936),,M5,M5-079,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1912,Bayan-Ulgii,Tsengel,Sar gov,
M5-080,POINT (89.03006608 49.05155742),,M5,M5-080,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1927,Bayan-Ulgii,Tsengel,Sar gov,
M5-081,POINT (89.02899992 49.05212081),,M5,M5-081,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1927,Bayan-Ulgii,Tsengel,Sar gov,
M5-082,POINT (89.02950619 49.05208039),,M5,M5-082,MAPSS RS Number,2022-01-17,Funerary,Low,Burial,Low,,,,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Unknown,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1926,Bayan-Ulgii,Tsengel,Sar gov,
M5-083,POINT (89.02722028 49.05210281),,M5,M5-083,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1920,Bayan-Ulgii,Tsengel,Sar gov,
M5-084,POINT (89.02699431 49.05199953),,M5,M5-084,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1918,Bayan-Ulgii,Tsengel,Sar gov,
M5-085,POINT (89.02534875 49.05269386),,M5,M5-085,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1914,Bayan-Ulgii,Tsengel,Sar gov,
M5-086,POINT (89.02827772 49.05448594),,M5,M5-086,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1940,Bayan-Ulgii,Tsengel,Sar gov,
M5-087,POINT (89.02584767 49.05318958),,M5,M5-087,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1917,Bayan-Ulgii,Tsengel,Sar gov,
M5-088,POINT (89.02606358 49.05374725),,M5,M5-088,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,13,,,7,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1922,Bayan-Ulgii,Tsengel,Sar gov,
M5-089,POINT (89.02582819 49.05357408),,M5,M5-089,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1921,Bayan-Ulgii,Tsengel,Sar gov,
M5-090,POINT (89.02617756 49.0539305),,M5,M5-090,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1923,Bayan-Ulgii,Tsengel,Sar gov,
M5-091,POINT (89.02400497 49.05296544),,M5,M5-091,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1911,Bayan-Ulgii,Tsengel,Sar gov,
M5-092,POINT (89.02345111 49.05146031),,M5,M5-092,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1898,Bayan-Ulgii,Tsengel,Sar gov,
M5-093,POINT (89.02678375 49.05073781),,M5,M5-093,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1909,Bayan-Ulgii,Tsengel,Sar gov,
M5-094,POINT (89.02634117 49.04970681),,M5,M5-094,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1900,Bayan-Ulgii,Tsengel,Sar gov,
M5-095,POINT (89.02655642 49.05000258),,M5,M5-095,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1901,Bayan-Ulgii,Tsengel,Sar gov,
M5-096,POINT (89.03290053 49.05233),,M5,M5-096,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,9,,,4,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1938,Bayan-Ulgii,Tsengel,Sar gov,
M5-097,POINT (89.03233525 49.05220081),,M5,M5-097,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1937,Bayan-Ulgii,Tsengel,Sar gov,
M5-098,POINT (89.03238956 49.05277297),,M5,M5-098,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1942,Bayan-Ulgii,Tsengel,Sar gov,
M5-099,POINT (89.03277647 49.05280989),,M5,M5-099,MAPSS RS Number,2022-01-17,Funerary,Low,Burial,Low,,,,,Low Mound/Paved Surface,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1943,Bayan-Ulgii,Tsengel,Sar gov,
M5-100,POINT (89.03284689 49.05333458),,M5,M5-100,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1952,Bayan-Ulgii,Tsengel,Sar gov,
M5-101,POINT (89.02874589 49.05389031),,M5,M5-101,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1938,Bayan-Ulgii,Tsengel,Sar gov,
M5-102,POINT (89.02869225 49.05344558),,M5,M5-102,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1933,Bayan-Ulgii,Tsengel,Sar gov,
M5-103,POINT (89.03032436 49.05121489),,M5,M5-103,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1922,Bayan-Ulgii,Tsengel,Sar gov,
M5-104,POINT (89.02890681 49.049573),,M5,M5-104,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1903,Bayan-Ulgii,Tsengel,Sar gov,
M5-105,POINT (89.02940503 49.04723314),,M5,M5-105,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,13,,,7,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1889,Bayan-Ulgii,Tsengel,Sar gov,
M5-106,POINT (89.02942047 49.04708328),,M5,M5-106,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Unknown,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1887,Bayan-Ulgii,Tsengel,Sar gov,
M5-107,POINT (89.03021975 49.04710481),,M5,M5-107,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1889,Bayan-Ulgii,Tsengel,Sar gov,
M5-108,POINT (89.03354414 49.04656397),,M5,M5-108,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1885,Bayan-Ulgii,Tsengel,Sar gov,
M5-109,POINT (89.02982536 49.05082708),,M5,M5-109,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,12,,,5,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1917,Bayan-Ulgii,Tsengel,Sar gov,
M5-110,POINT (89.02517511 49.04652328),,M5,M5-110,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1878,Bayan-Ulgii,Tsengel,Sar gov,
M5-111,POINT (89.02803542 49.05774872),,M5,M5-111,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1970,Bayan-Ulgii,Tsengel,Sar gov,
M5-112,POINT (89.02566203 49.05743578),,M5,M5-112,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1942,Bayan-Ulgii,Tsengel,Sar gov,
M5-113,POINT (89.02496197 49.05676786),,M5,M5-113,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1935,Bayan-Ulgii,Tsengel,Sar gov,
M5-114,POINT (89.04185386 49.04471711),,M5,M5-114,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,20,,,6,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1881,Bayan-Ulgii,Tsengel,Sar gov,
M5-115,POINT (89.04212744 49.04495269),,M5,M5-115,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Square/Rectangle Khirigsuur,High,,,,,15,15,5,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1885,Bayan-Ulgii,Tsengel,Sar gov,
M5-116,POINT (89.04248819 49.04530167),,M5,M5-116,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,13,,,5,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1889,Bayan-Ulgii,Tsengel,Sar gov,
M5-117,POINT (89.04344825 49.04440297),,M5,M5-117,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,15,,,6,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1883,Bayan-Ulgii,Tsengel,Sar gov,
M5-118,POINT (89.04353142 49.04479414),,M5,M5-118,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1886,Bayan-Ulgii,Tsengel,Sar gov,
M5-119,POINT (89.04429986 49.04570219),,M5,M5-119,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1899,Bayan-Ulgii,Tsengel,Sar gov,
M5-120,POINT (89.04520242 49.04613644),,M5,M5-120,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1912,Bayan-Ulgii,Tsengel,Sar gov,
M5-121,POINT (89.04479339 49.04709633),,M5,M5-121,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1914,Bayan-Ulgii,Tsengel,Sar gov,
M5-122,POINT (89.04487586 49.04364036),,M5,M5-122,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,12,,,5,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,1881,Bayan-Ulgii,Tsengel,Sar gov,
M5-123,POINT (89.04645731 49.04700164),,M5,M5-123,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1926,Bayan-Ulgii,Tsengel,Sar gov,
M5-124,POINT (89.04228308 49.04658786),,M5,M5-124,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1898,Bayan-Ulgii,Tsengel,Sar gov,
M5-125,POINT (89.04232378 49.047246),,M5,M5-125,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1907,Bayan-Ulgii,Tsengel,Sar gov,
M5-126,POINT (89.04189731 49.04857636),,M5,M5-126,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1922,Bayan-Ulgii,Tsengel,Sar gov,
M5-127,POINT (89.04161903 49.04904836),,M5,M5-127,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1929,Bayan-Ulgii,Tsengel,Sar gov,
M5-128,POINT (89.05026739 49.04375528),,M5,M5-128,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,10,,,7,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,Bronze Age,,1911,Bayan-Ulgii,Tsengel,Sar gov,
M5-129,POINT (89.04222844 49.04751853),,M5,M5-129,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1909,Bayan-Ulgii,Tsengel,Sar gov,
M5-130,POINT (89.04282392 49.04787717),,M5,M5-130,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1917,Bayan-Ulgii,Tsengel,Sar gov,
M5-131,POINT (89.04268981 49.04839664),,M5,M5-131,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,1926,Bayan-Ulgii,Tsengel,Sar gov,
M5-132,POINT (89.04080839 49.04804739),,M5,M5-132,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,,Medium,Environmental (Natural),Erosion/Deterioration,,'looting activity is not sure',General Description,,,1906,Bayan-Ulgii,Tsengel,Sar gov,
M5-133,POINT (89.02741417 49.05293367),,M5,M5-133,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1929,Bayan-Ulgii,Tsengel,Sar gov,
M5-134,POINT (89.02757914 49.05310153),,M5,M5-134,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1929,Bayan-Ulgii,Tsengel,Sar gov,
M5-135,POINT (89.0277025 49.053265),,M5,M5-135,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1932,Bayan-Ulgii,Tsengel,Sar gov,
M5-136,POINT (89.01997147 49.04952075),,M5,M5-136,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1883,Bayan-Ulgii,Tsengel,Sar gov,
M5-137,POINT (89.02016861 49.04969919),,M5,M5-137,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1884,Bayan-Ulgii,Tsengel,Sar gov,
M5-138,POINT (89.02953639 49.05025894),,M5,M5-138,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1912,Bayan-Ulgii,Tsengel,Sar gov,
M5-139,POINT (89.03618333 49.05282081),,M5,M5-139,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1953,Bayan-Ulgii,Tsengel,Sar gov,
M5-140,POINT (89.03451069 49.05583933),,M5,M5-140,MAPSS RS Number,2022-01-17,Funerary,Medium,Burial,Medium,,,,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1991,Bayan-Ulgii,Tsengel,Sar gov,
M5-141,POINT (89.04822425 49.04220392),,M5,M5-141,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Square/Rectangle Khirigsuur,High,,,,,15,15,11,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Building and development,Occupational/Continued Use,,'it could be also s cK',General Description,Bronze Age,,1881,Bayan-Ulgii,Tsengel,Sar gov,
M5-142,POINT (89.05020103 49.04121056),,M5,M5-142,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,15,,,9,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,'besides the camp site',General Description,Bronze Age,,1878,Bayan-Ulgii,Tsengel,Sar gov,
M5-143,POINT (89.05040756 49.04172569),,M5,M5-143,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1885,Bayan-Ulgii,Tsengel,Sar gov,
M5-144,POINT (89.050484 49.04190767),,M5,M5-144,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1891,Bayan-Ulgii,Tsengel,Sar gov,
M5-145,POINT (89.05078711 49.04205625),,M5,M5-145,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1892,Bayan-Ulgii,Tsengel,Sar gov,
M5-146,POINT (89.05131417 49.04208439),,M5,M5-146,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1901,Bayan-Ulgii,Tsengel,Sar gov,
M5-147,POINT (89.05157969 49.04208439),,M5,M5-147,MAPSS RS Number,2022-01-17,Funerary,High,Burial,High,,,,,Low Mound/Paved Surface,,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,1903,Bayan-Ulgii,Tsengel,Sar gov,
