ResourceID;Geometric Place Expression;Grid ID;Remote Sensing Object Name;Assessment Date;Remote Sensing Place Type;Remote Sensing Assessor;Name Type;Archaeological Assessment Activity Type;Heritage Place Function Sub-Type;Heritage Place Function Certainty;Remote Sensing Interpretation Type;Overall Archaeological Certainty;Heritage Feature Measurement Number;Heritage Feature Measurement Unit Type;Heritage Feature Dimension Type;Heritage Feature Measurement Source Type;Assessment Source;Overall Condition Assessment;Disturbance Type;Threat Driver Type;Threat Type;;Remark;Cultural Period Type;Elevation;Province;District;Sub-district;External Dataset Heritage Resource;;;
1830;POINT (89.21273954 49.16945045);L6;L6-111;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;15;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;; marked also on the Genshtab topo map;;1833;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1831;POINT (89.19300284 49.23352762);L6;L6-112;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2021;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1832;POINT (89.21158558 49.26849967);L6;L6-113;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2447;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1833;POINT (89.22584581 49.25959552);L6;L6-114;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2254;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1834;POINT (89.26764826 49.26113878);L6;L6-115;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2209;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1835;POINT (89.27401906 49.26152291);L6;L6-116;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;22;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;Bronze Age;2221;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1836;POINT (89.29184821 49.26077904);L6;L6-117;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2311;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1837;POINT (89.29074875 49.28092412);L6;L6-118;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2321;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1838;POINT (89.30088946 49.2832902);L6;L6-119;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2386;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1839;POINT (89.3046251 49.28519273);L6;L6-120;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2433;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1840;POINT (89.3247231 49.34780799);L6;L6-121;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2637;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1841;POINT (89.32243419 49.34950684);L6;L6-122;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2617;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1842;POINT (89.31866182 49.35094805);L6;L6-123;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2593;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1843;POINT (89.31324002 49.35329688);L6;L6-124;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2575;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1844;POINT (89.30610683 49.35647304);L6;L6-125;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2541;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1845;POINT (89.30054721 49.36106582);L6;L6-126;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2507;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1846;POINT (89.29592581 49.36135387);L6;L6-127;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2489;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1847;POINT (89.29129489 49.36097862);L6;L6-128;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2473;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1848;POINT (89.28614779 49.36181698);L6;L6-129;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2459;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1849;POINT (89.28840428 49.36343592);L6;L6-130;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2458;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1850;POINT (89.26316325 49.36219767);L6;L6-131;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2380;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1851;POINT (89.25494744 49.36569191);L6;L6-132;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2365;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1852;POINT (89.25238028 49.35929724);L6;L6-133;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2352;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1853;POINT (89.1988873 49.37057933);L6;L6-134;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2258;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1854;POINT (89.19316977 49.37079832);L6;L6-135;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2252;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1855;POINT (89.17449672 49.37103619);L6;L6-136;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2207;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1856;POINT (89.1781496 49.37682185);L6;L6-137;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A2;;2197;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1857;POINT (89.27264938 49.39459766);L6;L6-138;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A2;;2401;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1858;POINT (89.27892195 49.39317683);L6;L6-139;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A1;;2410;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1859;POINT (89.26194343 49.39402418);L6;L6-140;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2382;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1860;POINT (89.25634983 49.39784825);L6;L6-141;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2369;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1861;POINT (89.25116498 49.40189547);L6;L6-142;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2350;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1862;POINT (89.25426054 49.40381657);L6;L6-143;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2348;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1863;POINT (89.26938499 49.39257975);L6;L6-144;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2393;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1864;POINT (89.28742695 49.38918922);L6;L6-145;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2446;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1865;POINT (89.3033434 49.38985984);L6;L6-146;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A0;;2509;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1866;POINT (89.29316645 49.36617654);L6;L6-147;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2518;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1867;POINT (89.27653524 49.37027641);L6;L6-148;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2473;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1868;POINT (89.27351227 49.37139013);L6;L6-149;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2478;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1869;POINT (89.23161733 49.37017194);L6;L6-150;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2375;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1870;POINT (89.21883724 49.36976931);L6;L6-151;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2338;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1871;POINT (89.20874349 49.36912665);L6;L6-152;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2287;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1872;POINT (89.17406978 49.3800434);L6;L6-153;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2232;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1873;POINT (89.14920944 49.37346202);L6;L6-154;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A2;;2187;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1874;POINT (89.13995056 49.37711527);L6;L6-155;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2249;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1875;POINT (89.13896654 49.36906114);L6;L6-156;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2270;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1876;POINT (89.14400232 49.38107562);L6;L6-157;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2202;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1877;POINT (89.14144551 49.40410606);L6;L6-158;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2367;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1878;POINT (89.12337839 49.4006695);L6;L6-159;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2267;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1879;POINT (89.11817927 49.37268483);L6;L6-160;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2394;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1880;POINT (89.10210648 49.3750676);L6;L6-161;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2519;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1881;POINT (89.09333006 49.37519235);L6;L6-162;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2571;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1882;POINT (89.08655967 49.35582527);L6;L6-163;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2599;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1883;POINT (89.09843064 49.35469433);L6;L6-164;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2494;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1884;POINT (89.10522701 49.35394746);L6;L6-165;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2440;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1885;POINT (89.11553209 49.35551329);L6;L6-166;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2381;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1886;POINT (89.14784598 49.35532186);L6;L6-167;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2178;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1887;POINT (89.15416235 49.3400199);L6;L6-168;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A2;;2120;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1888;POINT (89.15039903 49.34335071);L6;L6-169;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2141;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1889;POINT (89.15448421 49.33844087);L6;L6-170;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;;;;;;;A2;;2120;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1890;POINT (89.11830474 49.33994126);L6;L6-171;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2342;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1891;POINT (89.1014599 49.3445652);L6;L6-172;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2432;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1892;POINT (89.13588673 49.32828742);L6;L6-173;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2292;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1893;POINT (89.15586239 49.32812062);L6;L6-174;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2108;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1894;POINT (89.16176663 49.33033423);L6;L6-175;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;15;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;Bronze Age;2118;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1895;POINT (89.14222863 49.28986179);L6;L6-176;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;Building and Development;Road/Track;;" Turkic burial; Reg.No. 83090243; endangered very strong by the road";;2039;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1896;POINT (89.1406028 49.28916142);L6;L6-177;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;15;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;; NCCH Reg.No. 830902413;Bronze Age;2032;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1897;POINT (89.14096624 49.28991324);L6;L6-178;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2050;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1898;POINT (89.14193184 49.2902312);L6;L6-179;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2046;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1899;POINT (89.14178901 49.29031692);L6;L6-180;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2049;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1900;POINT (89.14127537 49.29042057);L6;L6-181;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2057;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1901;POINT (89.14179474 49.29057508);L6;L6-182;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2054;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1902;POINT (89.14123081 49.29082043);L6;L6-183;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;poor;;Environmental (Natural);Water Action;;" Turkic burial; NCCH Reg.No. 83090243; very strong damaged by the erosion channel";;2064;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1903;POINT (89.14035991 49.28881096);L6;L6-184;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2028;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1904;POINT (89.14053384 49.28882806);L6;L6-185;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2027;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1905;POINT (89.13995327 49.28899512);L6;L6-186;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Camp site;;;;;;;;;;;;"A1; camp type is not sure";;2029;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1906;POINT (89.14654808 49.29081091);L6;L6-187;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;" Turkic burial; NCCH Reg.No. 83090243";;2050;Bayan-Ulgii;Ulaankhus;Sogog;83090243;;;
1907;POINT (89.15419857 49.29087856);L6;L6-188;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Winter Camp;;;;;;;;;;;;A1;;2101;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1908;POINT (89.16515941 49.28780728);L6;L6-189;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2194;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1909;POINT (89.16420295 49.2885153);L6;L6-190;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2182;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1910;POINT (89.13855068 49.28174514);L6;L6-191;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2009;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1911;POINT (89.13909995 49.28005808);L6;L6-192;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2012;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1912;POINT (89.1386252 49.27884022);L6;L6-193;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2013;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1913;POINT (89.13865175 49.27973709);L6;L6-194;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2010;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1914;POINT (89.13796041 49.27969903);L6;L6-195;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;2004;Bayan-Ulgii;Ulaankhus;Sogog;;;;
1915;POINT (89.13541478 49.25989695);L6;L6-196;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;18;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;Bronze Age;2016;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1916;POINT (89.13250617 49.26195259);L6;L6-197;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;12;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;Bronze Age;1995;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1917;POINT (89.13257635 49.26112695);L6;L6-198;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;high;;;;;;;;;;;;Bronze Age;1991;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1918;POINT (89.13288246 49.26147507);L6;L6-199;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;1994;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1919;POINT (89.13303803 49.26146588);L6;L6-200;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;1998;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1920;POINT (89.13232858 49.26207678);L6;L6-201;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;1990;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1921;POINT (89.13189219 49.26242534);L6;L6-202;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;1986;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
1922;POINT (89.13195656 49.26264239);L6;L6-203;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);;;;;;;;;1985;Bayan-Ulgii;Ulaankhus;X�x x�t�l;;;;
