ResourceID,Geometric Place Expression,Remote Sensing Assessor,Grid Square,Remote Sensing Object Name,Name Type,Remote Sensing Place Type,Assessment Date,Heritage Place Function Certainty,Heritage Place Function Sub-type,Remote Sensing Interpretation Type,Remote Sensing Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Assessment Source,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Probability,Remark,Remark Type,Cultural Period Type,30m SRTN Elevation,Aimag,Soum,Bag,Heritage Place Function Type
M13-174,POINT (91.23164636 48.89101966),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-174,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Infrastructure/Transport,Road/Track,High,"""weak recognizable, not sure, maybe Turkic burial""",General Description,,1321,Khovd,,,Funerary
M13-175,POINT (91.23142564 48.89128545),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-175,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,4,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Infrastructure/Transport,Road/Track,High,"""weak recognizable, not sure, maybe Turkic burial""",General Description,,1321,Khovd,,,Funerary
M13-176,POINT (91.23132439 48.89137054),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-176,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Infrastructure/Transport,Road/Track,High,"""weak recognizable, not sure, maybe Turkic burial""",General Description,,1321,Khovd,,,Funerary
M13-177,POINT (91.23149404 48.89141903),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-177,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Infrastructure/Transport,Road/Track,High,"""weak recognizable, not sure, maybe Turkic burial""",General Description,,1321,Khovd,,,Funerary
M13-178,POINT (91.23132707 48.89151691),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-178,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Infrastructure/Transport,Road/Track,High,"""weak recognizable, not sure, maybe Turkic burial""",General Description,,1321,Khovd,,,Funerary
M13-179,POINT (91.22171655 48.89856554),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-179,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,14,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1322,Khovd,,,Funerary
M13-180,POINT (91.22192308 48.89865018),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-180,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1322,Khovd,,,Funerary
M13-181,POINT (91.19654331 48.90529784),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-181,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,10,,,4,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,High,,,Bronze Age,1325,Khovd,,,Funerary
M13-182,POINT (91.19190315 48.90688199),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-182,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1326,Khovd,,,Funerary
M13-183,POINT (91.1902467 48.90665331),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-183,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Bing,Poor,,,,,,,,,,,,1331,Khovd,,,Funerary
M13-184,POINT (91.20436411 48.90277657),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-184,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Definite,Loss/Removal of Archaeological Material,Definite,,,,,,,1360,Khovd,,,Funerary
M13-185,POINT (91.20394551 48.90131945),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-185,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,13,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Definite,Loss/Removal of Archaeological Material,Definite,,,,,,,1357,Khovd,,,Funerary
M13-186,POINT (91.20273985 48.90335935),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-186,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Definite,Loss/Removal of Archaeological Material,Definite,,,,,,,1394,Khovd,,,Funerary
M13-187,POINT (91.19196904 48.8988001),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-187,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Definite,Loss/Removal of Archaeological Material,Definite,,,,,,,1403,Khovd,,,Funerary
M13-188,POINT (91.20028527 48.90052397),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-188,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1366,Khovd,,,Funerary
M13-189,POINT (91.18747337 48.89802215),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-189,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,11,,,5,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,Bronze Age,1440,Khovd,,,Funerary
M13-190,POINT (91.18853217 48.89632584),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-190,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Medium,,Circular,13,,,8,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,Bronze Age,1400,Khovd,,,Funerary
M13-191,POINT (91.18780834 48.89733762),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-191,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Medium,,Circular,10,,,6,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,Bronze Age,1425,Khovd,,,Funerary
M13-192,POINT (91.18603493 48.89776997),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-192,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,High,Loss/Removal of Archaeological Material,High,,,,,,,1419,Khovd,,,Funerary
M13-193,POINT (91.19377708 48.90493148),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-193,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Bing,Poor,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Low,Loss/Removal of Archaeological Material,Low,,,,,,,1344,Khovd,,,Funerary
M13-194,POINT (91.19323359 48.90471412),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-194,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Bing,Poor,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Low,Loss/Removal of Archaeological Material,Low,,,,,,,1351,Khovd,,,Funerary
M13-195,POINT (91.17944091 48.90143746),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-195,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,12,,,,Archaeological Assessment (Image Interpretation),Bing,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Low,Loss/Removal of Archaeological Material,Low,,,,,,,1368,Khovd,,,Funerary
M13-196,POINT (91.19368908 48.90048359),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-196,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Bing,Unknown,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1396,Khovd,,,Funerary
M13-197,POINT (91.19304189 48.90626002),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-197,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1344,Khovd,,,Funerary
M13-198,POINT (91.19225131 48.90611942),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-198,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1364,Khovd,,,Funerary
M13-199,POINT (91.19177388 48.9057818),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-199,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1372,Khovd,,,Funerary
M13-200,POINT (91.19138965 48.90549708),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-200,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1377,Khovd,,,Funerary
M13-201,POINT (91.19127096 48.90552308),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-201,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1377,Khovd,,,Funerary
M13-202,POINT (91.19339599 48.9046696),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-202,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1351,Khovd,,,Funerary
M13-203,POINT (91.19329407 48.90438222),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-203,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1355,Khovd,,,Funerary
M13-204,POINT (91.19279116 48.90411071),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-204,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1370,Khovd,,,Funerary
M13-205,POINT (91.19234859 48.90421649),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-205,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1384,Khovd,,,Funerary
M13-206,POINT (91.19067288 48.90347115),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-206,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1412,Khovd,,,Funerary
M13-207,POINT (91.19174404 48.90192305),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-207,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1437,Khovd,,,Funerary
M13-208,POINT (91.19480444 48.90212537),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-208,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1423,Khovd,,,Funerary
M13-209,POINT (91.1777415 48.89915857),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-209,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1373,Khovd,,,Funerary
M13-210,POINT (91.18140367 48.89724682),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-210,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1403,Khovd,,,Funerary
M13-211,POINT (91.18345489 48.89389861),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-211,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Square/Rectangle Khirigsuur,High,,Rectangular/Square,,13,12,5,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,Bronze Age,1391,Khovd,,,Funerary
M13-212,POINT (91.18862819 48.89617749),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-212,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1397,Khovd,,,Funerary
M13-213,POINT (91.19803201 48.89855532),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-213,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1368,Khovd,,,Funerary
M13-214,POINT (91.19818356 48.89855356),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-214,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1368,Khovd,,,Funerary
M13-215,POINT (91.19676028 48.8991855),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-215,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Oval,,16,11,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,"""the oval shape could be due to the secondary anthropogenic or natural activities and deterioration""",General Description,,1374,Khovd,,,Funerary
M13-216,POINT (91.19682532 48.89928865),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-216,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1374,Khovd,,,Funerary
M13-217,POINT (91.20122163 48.90135467),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-217,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1381,Khovd,,,Funerary
M13-218,POINT (91.20361874 48.90173713),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-218,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1361,Khovd,,,Funerary
M13-219,POINT (91.20558401 48.90096488),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-219,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1340,Khovd,,,Funerary
M13-220,POINT (91.20516223 48.90094196),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-220,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1341,Khovd,,,Funerary
M13-221,POINT (91.204526 48.90113232),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",M13,M13-221,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1349,Khovd,,,Funerary
